,href,external_urls,type,uri,id
2,https://api.spotify.com/v1/artists/22RISwgVJyZu9lpqAcv1F5,https://open.spotify.com/artist/22RISwgVJyZu9lpqAcv1F5,artist,spotify:artist:22RISwgVJyZu9lpqAcv1F5,30VrBsh1STRBoIrhQOAwzK
3,https://api.spotify.com/v1/artists/22RISwgVJyZu9lpqAcv1F5,https://open.spotify.com/artist/22RISwgVJyZu9lpqAcv1F5,artist,spotify:artist:22RISwgVJyZu9lpqAcv1F5,6nCDnzErqalOaIY3EJM8NK
4,,,,,2RlgNHKcydI9sayD2Df2xp
5,,,,,6kcHg7XL6SKyPNd78daRBL
6,,,,,4JHg4nNYUJQ5HULcCmI18R
7,,,,,6bfV3ioO3qChqKVGMPhOjV
8,,,,,5xEM5hIgJ1jjgcEBfpkt2F
9,,,,,2z4U9d5OAA4YLNXoCgioxo
10,,,,,27L8sESb3KR79asDUBu8nW
11,,,,,7ne4VBA60CxGM75vw0EYad
12,,,,,221eHga9f9Ne4f8D7WVgPT
13,,,,,221eHga9f9Ne4f8D7WVgPT
14,,,,,69h2mpzNUmdEg5egeNa1ki
15,,,,,6CltzquypraYIlWFp48m1O
16,,,,,0Ln5tJyLX5qusquBOtq7wf
17,,,,,5dvBeCMTzUNjyWIcuykzyh
18,,,,,5FYRDy9dLVi2uTa8httrVk
19,,,,,59EKMmwwDJxtEw6EjMVeaT
20,,,,,5pVbLYTdihSKd8Kylfhwa7
21,,,,,4D2rEIyYw0meeh8AOXqfxK
22,,,,,3tzU46wNOVaFiYRNtNYY66
0,https://api.spotify.com/v1/artists/22RISwgVJyZu9lpqAcv1F5,https://open.spotify.com/artist/22RISwgVJyZu9lpqAcv1F5,artist,spotify:artist:22RISwgVJyZu9lpqAcv1F5,7H5WVBQdSnJ1zmu8JoD6pg
0,https://api.spotify.com/v1/playlists/37i9dQZF1DXdo6A3mWpdWx,https://open.spotify.com/playlist/37i9dQZF1DXdo6A3mWpdWx,playlist,spotify:playlist:37i9dQZF1DXdo6A3mWpdWx,5N6M8yDiMV32T6Rkzh8EbW
1,https://api.spotify.com/v1/artists/11wRdbnoYqRddKBrpHt4Ue,https://open.spotify.com/artist/11wRdbnoYqRddKBrpHt4Ue,artist,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,6C0xucNj75wRdlejwWIEW1
0,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,6CltzquypraYIlWFp48m1O
1,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,0Ln5tJyLX5qusquBOtq7wf
2,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,1bCmvezFg5MRcENzCGG1Cy
3,,,,,5FYRDy9dLVi2uTa8httrVk
4,,,,,4sNwdacKyi2S26WrRtNama
5,,,,,2SsY5k7UWFqgye3PUMG3Oq
6,,,,,05od2qm2MTSKCHxy1GBp5W
0,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,05od2qm2MTSKCHxy1GBp5W
1,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,2ipIPsgrgd0j2beDf4Ki70
2,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,5wbg8kepMFoMzHOEuxiI0q
3,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,0b0Dz0Gi86SVdBxYeiQcCP
4,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,6393yGahSJ9slVdOwSxOVR
5,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,6IbnUaczZBT34DhaD6S18F
6,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,0WQiDwKJclirSYG9v5tayI
7,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,4v0Zqmuhlbt5nCj712Y26n
8,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,754kgU5rWscRTfvlsuEwFp
9,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,42UBPzRMh5yyz0EDPr6fr1
10,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,3j6CeoBBlm40Msn1JE1SPD
11,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,4JGKZS7h4Qa16gOU3oNETV
12,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,1yjY7rpaAQvKwpdUliHx0d
13,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,22sS7JkzeVeq4vOPCB6Fbj
14,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,4WFgvKVfEhb3IUAFGrutTR
15,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,2tHwzyyOLoWSFqYNjeVMzj
16,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,3WSOUb3U7tqURbBSgZTrZX
17,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,7D0RhFcb3CrfPuTJ0obrod
18,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,0w5Bdu51Ka25Pf3hojsKHh
19,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,0TFTAtCYhp2tQ9KcJIZb55
20,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,7MZHqgTVTnN6xZGYAcEEAf
21,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,21B4gaTWnTkuSh77iWEXdS
22,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,0WbMK4wrZ1wFSty9F7FCgu
0,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,4c6vZqYHFur11FbWATIJ9P
1,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,7ne4VBA60CxGM75vw0EYad
2,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,7qjZnBKE73H4Oxkopwulqe
3,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,5G2f63n7IPVPPjfNIGih7Q
4,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,7FOgcfdz9Nx5V9lCNXdBYv
5,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,2SsY5k7UWFqgye3PUMG3Oq
0,https://api.spotify.com/v1/playlists/37i9dQZF1DWTUoU0bd0p84,https://open.spotify.com/playlist/37i9dQZF1DWTUoU0bd0p84,playlist,spotify:playlist:37i9dQZF1DWTUoU0bd0p84,7FSzJQV6thyoQptFCUTV9c
1,,,,,3ZOEytgrvLwQaqXreDs2Jx
2,,,,,7j31rVgGX9Q2blT92VBEA0
3,,,,,3Cx4yrFaX8CeHwBMReOWXI
4,,,,,39shmbIHICJ2Wxnk1fPSdz
5,,,,,05ajrG3EAcIe3j7NuqRV9B
6,,,,,72zZfHPYx43shcP3eKkYi5
7,,,,,0R3zU7bpFwt9DIziwl8BqI
8,,,,,14iN3o8ptQ8cFVZTEmyQRV
0,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,6tFJdAZGXGsHTdMKmc1NjR
1,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,1lguQJjlNrIOoOylYVZN3M
2,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,2fmCA13dwQQOGBIbIOWRiJ
3,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,2NniAhAtkRACaMeYt48xlD
4,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,2DFi8rwHcVkTTgu7PULhtI
5,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira,album,spotify:album:7GlwcUYHB99l7k13I2Hira,6i0V12jOa3mr6uu4WYhUBr
6,,,,,4AajxCEwGEsmHmT4H1TwjY
7,,,,,7ne4VBA60CxGM75vw0EYad
8,,,,,5G2f63n7IPVPPjfNIGih7Q
9,,,,,0w5Bdu51Ka25Pf3hojsKHh
10,,,,,7FOgcfdz9Nx5V9lCNXdBYv
11,,,,,2SsY5k7UWFqgye3PUMG3Oq
12,,,,,76hfruVvmfQbw0eYn1nmeC
13,,,,,0lvhEsN1zkMzfp2M1o17yy
14,,,,,6nkcPGa0sr24NFCc5l5UjE
15,,,,,0yp3TvJNlG50Q4tAHWNCRm
16,,,,,5CeL9C3bsoe4yzYS1Qz8cw
17,,,,,1rqqCSm0Qe4I9rUvWncaom
18,,,,,1TfqLAPs4K3s2rJMoCokcS
19,,,,,4XE98WRGbBGRZ7jQ9wIwFt
20,,,,,4w47YE9rjhmZUdtZjSCb82
21,,,,,3Yqk2pdNJUtI7VOtweASV8
22,,,,,3Yqk2pdNJUtI7VOtweASV8
23,,,,,3mXexrmtPJ1KdWN37rYePx
24,,,,,39psNd97jsWTYIXrLOTco2
25,,,,,5BHtT1xpC44pGy1J7RKY4T
26,,,,,4kgTdThcDHfuDS2kKxB7Lc
27,,,,,7EZC6E7UjZe63f1jRmkWxt
28,,,,,7EZC6E7UjZe63f1jRmkWxt
29,,,,,21bID4wyC6UVdtmVMxRbUW
30,,,,,21bID4wyC6UVdtmVMxRbUW
31,,,,,0iOu4s8w3pE9vbpb1SHXsL
32,,,,,54MFLMtI1lDZXzWCnrL2jo
33,,,,,6393yGahSJ9slVdOwSxOVR
34,,,,,6393yGahSJ9slVdOwSxOVR
0,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,{'spotify': 'https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira'},album,spotify:album:7GlwcUYHB99l7k13I2Hira,6tFJdAZGXGsHTdMKmc1NjR
1,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,{'spotify': 'https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira'},album,spotify:album:7GlwcUYHB99l7k13I2Hira,1lguQJjlNrIOoOylYVZN3M
2,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,{'spotify': 'https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira'},album,spotify:album:7GlwcUYHB99l7k13I2Hira,2fmCA13dwQQOGBIbIOWRiJ
3,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,{'spotify': 'https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira'},album,spotify:album:7GlwcUYHB99l7k13I2Hira,2NniAhAtkRACaMeYt48xlD
4,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,{'spotify': 'https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira'},album,spotify:album:7GlwcUYHB99l7k13I2Hira,2DFi8rwHcVkTTgu7PULhtI
5,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,{'spotify': 'https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira'},album,spotify:album:7GlwcUYHB99l7k13I2Hira,6i0V12jOa3mr6uu4WYhUBr
6,,,,,4AajxCEwGEsmHmT4H1TwjY
7,,,,,7ne4VBA60CxGM75vw0EYad
8,,,,,5G2f63n7IPVPPjfNIGih7Q
9,,,,,0w5Bdu51Ka25Pf3hojsKHh
10,,,,,7FOgcfdz9Nx5V9lCNXdBYv
11,,,,,2SsY5k7UWFqgye3PUMG3Oq
12,,,,,76hfruVvmfQbw0eYn1nmeC
13,,,,,0lvhEsN1zkMzfp2M1o17yy
14,,,,,6nkcPGa0sr24NFCc5l5UjE
15,,,,,0yp3TvJNlG50Q4tAHWNCRm
16,,,,,5CeL9C3bsoe4yzYS1Qz8cw
17,,,,,1rqqCSm0Qe4I9rUvWncaom
18,,,,,1TfqLAPs4K3s2rJMoCokcS
19,,,,,4XE98WRGbBGRZ7jQ9wIwFt
20,,,,,4w47YE9rjhmZUdtZjSCb82
21,,,,,3Yqk2pdNJUtI7VOtweASV8
22,,,,,3Yqk2pdNJUtI7VOtweASV8
23,,,,,3mXexrmtPJ1KdWN37rYePx
24,,,,,39psNd97jsWTYIXrLOTco2
25,,,,,5BHtT1xpC44pGy1J7RKY4T
26,,,,,4kgTdThcDHfuDS2kKxB7Lc
27,,,,,7EZC6E7UjZe63f1jRmkWxt
28,,,,,7EZC6E7UjZe63f1jRmkWxt
29,,,,,21bID4wyC6UVdtmVMxRbUW
30,,,,,21bID4wyC6UVdtmVMxRbUW
31,,,,,0iOu4s8w3pE9vbpb1SHXsL
32,,,,,54MFLMtI1lDZXzWCnrL2jo
33,,,,,6393yGahSJ9slVdOwSxOVR
34,,,,,6393yGahSJ9slVdOwSxOVR
0,https://api.spotify.com/v1/albums/7GlwcUYHB99l7k13I2Hira,{'spotify': 'https://open.spotify.com/album/7GlwcUYHB99l7k13I2Hira'},album,spotify:album:7GlwcUYHB99l7k13I2Hira,6tFJdAZGXGsHTdMKmc1NjR
